cbsa_cd,cbsa_abbr,cbsa_name
89190,CLU,"Columbia-Moberly-Mexico, MO (CSA)"
89198,CMC,"Columbus-Marion-Zanesville, OH (CSA)"
89178,CMW,"Cincinnati-Wilmington-Maysville, OH-KY-IN (CSA)"
89176,CNM,"Chicago-Naperville, IL-IN-WI (CSA)"
89192,CNW,"Columbia-Orangeburg-Newberry, SC (CSA)"
89188,CPT,"Clovis-Portales, NM (CSA)"
89164,CSJ,"Cape Girardeau-Sikeston, MO-IL (CSA)"
89170,CST,"Charleston-Huntington-Ashland, WV-OH-KY (CSA)"
89216,DAB,"Denver-Aurora, CO (CSA)"
89222,DEO,"Dothan-Enterprise-Ozark, AL (CSA)"
89217,DER,"DeRidder-Fort Polk South, LA (CSA)"
89206,DFR,"Dallas-Fort Worth, TX-OK (CSA)"
89218,DMN,"Des Moines-Ames-West Des Moines, IA (CSA)"
89212,DSG,"Dayton-Springfield-Sidney, OH (CSA)"
89209,DVN,"Davenport-Moline, IA-IL (CSA)"
89220,DWF,"Detroit-Warren-Ann Arbor, MI (CSA)"
89221,DXN,"Dixon-Sterling, IL (CSA)"
89232,ECM,"Eau Claire-Menomonie, WI (CSA)"
89236,EMR,"Elmira-Corning, NY (CSA)"
89238,EPO,"EI Paso-Las Cruces, TX-NM (CSA)"
89240,ERE,"Erie-Meadville, PA (CSA)"
89233,EWD,"Edwards-Glenwood Springs, CO (CSA)"
89258,FHA,"Fort Wayne-Huntington-Auburn, IN (CSA)"
89260,FMA,"Fresno-Madera, CA (CSA)"
89248,FTF,"Findlay-Tiffin,OH (CSA)"
89244,FWP,"Fargo-Wahpeton, ND-MN (CSA)"
89246,FYT,"Fayetteville-Lumberton-Laurinburg, NC (CSA)"
89273,GAS,"Greenville-Spartanburg-Anderson, SC (CSA)"
89274,GBP,"Greenville-Washington, NC (CSA)"
89267,GEE,"Green Bay-Shawano, WI (CSA)"
89264,GLL,"Gainesville-Lake City, FL (CSA)"
89266,GMH,"Grand Rapids-Wyoming-Muskegon, MI (CSA)"
89268,GWH,"Greensboro--Winston-Salem--High Point, NC (CSA)"
89288,HBH,"Houston-The Woodlands, TX (CSA)"
89280,HCK,"Hickory-Lenoir, NC (CSA)"
89276,HCL,"Harrisburg-York-Lebanon, PA (CSA)"
89284,HOT,"Hot Springs-Malvern, AR (CSA)"
89277,HRS,"Harrisonburg-Staunton-Waynesboro, VA (CSA)"
89290,HUD,"Huntsville-Decatur-Albertville, AL (CSA)"
89278,HWW,"Hartford-West Hartford, CT (CSA)"
89294,IAC,"Indianapolis-Carmel-Muncie, IN (CSA)"
89296,ICR,"Ithaca-Cortland, NY (CSA)"
89292,IFB,"Idaho Falls-Rexburg-Blackfoot, ID (CSA)"
89300,JCK,"Jacksonville-St. Marys-Palatka, FL-GA (CSA)"
89304,JKB,"Johnson City-Kingsport-Bristol, TN-VA (CSA)"
89306,JOH,"Johnstown-Somerset, PA (CSA)"
89308,JON,"Jonesboro-Paragould, AR (CSA)"
89309,JPL,"Joplin-Miami, MO-OK (CSA)"
89298,JYA,"Jackson-Vicksburg-Brookhaven, MS (CSA)"
89310,KMZ,"Kalamazoo-Battle Creek-Portage, MI (CSA)"
89312,KPK,"Kansas City-Overland Park-Kansas City, MO-KS (CSA)"
89316,KPR,"Kokomo-Peru, IN (CSA)"
89314,KSL,"Knoxville-Morristown-Sevierville, TN (CSA)"
89350,LES,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN (CSA)"
89318,LFC,"Lafayette-Opelousas-Morgan City, LA (CSA)"
89320,LFK,"Lafayette-West Lafayette-Frankfort, IN (CSA)"
89336,LFR,"Lexington-Fayette--Richmond--Frankfort, KY (CSA)"
89352,LLL,"Lubbock-Levelland, TX (CSA)"
89339,LLN,"Lincoln-Beatrice, NE (CSA)"
89330,LLO,"Lansing-East Lansing-Owosso, MI (CSA)"
89348,LLR,"Los Angeles-Long Beach, CA (CSA)"
89346,LMR,"Longview-Marshall, TX (CSA)"
89340,LNP,"Little Rock-North Little Rock, AR (CSA)"
89332,LPP,"Las Vegas-Henderson, NV-AZ (CSA)"
89338,LVW,"Lima-Van Wert-Celina, OH (CSA)"
89359,MAK,"Mankato-New Ulm-North Mankato, MN (CSA)"
89358,MBO,"Manhattan-Junction City, KS (CSA)"
89384,MBT,"Monroe-Ruston-Bastrop, LA (CSA)"
89396,MCG,"Myrtle Beach-Conway, SC-NC (CSA)"
89365,MCN,"McAllen-Edinburg, TX (CSA)"
89380,MDF,"Mobile-Daphne-Fairhope, AL (CSA)"
89357,MDJ,"Madison-Janesville-Beloit, WI (CSA)"
89382,MDM,"Modesto-Merced, CA (CSA)"
89372,MDO,"Midland-Odessa, TX (CSA)"
89366,MFR,"Medford-Grants Pass, OR (CSA)"
89390,MGA,"Morgantown-Fairmont, WV (CSA)"
89370,MMI,"Miami-Fort Lauderdale-Port st. Lucie, FL (CSA)"
89360,MNB,"Mansfield-Ashland-Bucyrus, OH (CSA)"
89393,MOS,"Moses Lake-Othello, WA (CSA)"
89394,MPL,"Mount Pleasant-Alma, MI (CSA)"
89368,MPS,"Memphis-Forrest City, TN-MS-AR (CSA)"
89378,MSS,"Minneapolis-St. Paul, MN-WI (CSA)"
89362,MTI,"Martin-Union City, TN-KY (CSA)"
89376,MWA,"Milwaukee-Racine-Waukesha, WI (CSA)"
89356,MWF,"Macon-Warner Robins, GA (CSA)"
89364,MYS,"Mayaguez-San German, PR (CSA)"
89400,NDM,"Nashville-Davidson--Murfreesboro, TN (CSA)"
89404,NEB,"New Bern-Morehead City, NC (CSA)"
89406,NMB,"New Orleans-Metairie-Hammond, LA-MS (CSA)"
89408,NNB,"New York-Newark, NY-NJ-CT-PA (CSA)"
89412,NPS,"North Port-Sarasota, FL (CSA)"
89420,OCF,"Omaha-Council Bluffs-Fremont, NE-IA (CSA)"
89416,OCS,"Oklahoma City-Shawnee, OK (CSA)"
89422,OTV,"Orlando-Deltona-Daytona Beach, FL (CSA)"
89444,PBO,"Pueblo-Canon City, CO (CSA)"
89428,PCV,"Philadelphia-Reading-Camden, PA-NJ-DE-MD (CSA)"
89426,PEC,"Peoria-Canton, IL (CSA)"
89440,PLD,"Portland-Vancouver-Salem, OR-WA (CSA)"
89446,PLM,"Pullman-Moscow, WA-ID (CSA)"
89438,PLS,"Portland-Lewiston-South Portland, ME (CSA)"
89424,PMY,"Paducah-Mayfield, KY-IL (CSA)"
89430,PNC,"Pittsburgh-New Castle-Weirton, PA-OH-WV (CSA)"
89434,POY,"Ponce-Coamo-Santa Isabel, PR (CSA)"
89425,PRK,"Parkersburg-Marietta-Vienna, WV-OH (CSA)"
89448,QUI,"Quincy-Hannibal, IL-MO (CSA)"
89464,RBS,"Rochester-Batavia-Seneca Falls, NY (CSA)"
89466,RFR,"Rockford-Freeport-Rochelle, IL (CSA)"
89454,RGR,"Redding-Red Bluff, CA (CSA)"
89462,RHS,"Rochester-Austin, MN (CSA)"
89468,RKY,"Rocky Mount-Wilson-Roanoke Rapids, NC (CSA)"
89458,RMD,"Richmond-Connersville, IN (CSA)"
89456,RNO,"Reno-Carson City-Fernley, NV (CSA)"
89470,ROM,"Rome-Summerville, GA (CSA)"
89452,RPD,"Rapid City-Spearfish, SD (CSA)"
89450,RUC,"Raleigh-Durham-Chapel Hill, NC (CSA)"
89472,SAA,"Sacramento-Roseville, CA (CSA)"
89532,SAB,"Syracuse-Auburn, NY (CSA)"
89525,SBO,"Steamboat Springs-Craig, CO (CSA)"
89474,SBS,"Saginaw-Midland-Bay City, MI (CSA)"
89524,SCO,"State College-DuBois, PA (CSA)"
89515,SEM,"South Bend-Elkhart-Mishawaka, IN-MI (CSA)"
89520,SFB,"Springfield-Branson, MO (CSA)"
89521,SFG,"Springfield-Greenfield Town, MA (CSA)"
89522,SFJ,"Springfield-Jacksonville-Lincoln, IL (CSA)"
89496,SHF,"Savannah-Hinesville-Statesboro, GA (CSA)"
89490,SJF,"San Juan-Carolina, PR (CSA)"
89518,SKN,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID (CSA)"
89482,SOC,"Salt Lake City-Provo-Orem, UT (CSA)"
89476,SSF,"St. Louis-St. Charles-Farmington, MO-IL (CSA)"
89488,SSO,"San Jose-San Francisco-Oakland, CA (CSA)"
89500,STA,"Seattle-Tacoma, WA (CSA)"
89512,SVR,"Sioux City-Vermillion, IA-SD-NE (CSA)"
89538,TBT,"Tulsa-Muskogee-Bartlesville, OK (CSA)"
89536,TCS,"Tucson-Nogales, AZ (CSA)"
89534,TFR,"Toledo-Port Clinton, OH (CSA)"
89540,TJK,"Tyler-Jacksonville, TX (CSA)"
89533,TLH,"Tallahassee-Bainbridge, FL-GA (CSA)"
89545,VBH,"Virginia Beach-Norfolk, VA-NC (CSA)"
89546,VIS,"Visalia-Porterville-Hanford, CA (CSA)"
89544,VRA,"Victoria-Port Lavaca, TX (CSA)"
89548,WBN,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA (CSA)"
89558,WLH,"Williamsport-Lock Haven, PA (CSA)"
89554,WMR,"Wausau-Stevens Point-Wisconsin Rapids, WI (CSA)"
89556,WWF,"Wichita-Arkansas City-Winfield, KS (CSA)"
89566,YWE,"Youngstown-Warren, OH-PA (CSA)"
